potential_fn,dimension,repeat,method,ESS,runtime_sec,ESS_per_sec,JS_distance,quality,budget,ablation,alphas
correlated_gaussian,50,4,flowMC-ensemble(M=5)-equal_per_member,9851.6962109375,112.97246384620667,87.20440252014824,0.0691007328408932,1261.9895467814988,equal_per_member,"{""no_w"": true}","[0.2, 0.2, 0.2, 0.2, 0.2]"
rosenbrock,50,0,flowMC-single,1931.4012158203125,21.812830686569214,88.544272110888,0.10302015002844224,859.4849850873089,equal_per_member,"{""no_w"": true}",
rosenbrock,50,0,flowMC-ensemble(M=5)-equal_per_member,9897.07083984375,112.54702997207642,87.93720138416154,0.08751562701402146,1004.817132488493,equal_per_member,"{""no_w"": true}","[0.2, 0.2, 0.2, 0.2, 0.2]"
rosenbrock,50,1,flowMC-single,1944.8458154296875,22.22664737701416,87.50063752039199,0.10363387918818211,844.3246379063472,equal_per_member,"{""no_w"": true}",
rosenbrock,50,1,flowMC-ensemble(M=5)-equal_per_member,9880.70767578125,114.15096998214722,86.55824542994733,0.08466481740479623,1022.3638115948248,equal_per_member,"{""no_w"": true}","[0.2, 0.2, 0.2, 0.2, 0.2]"
rosenbrock,50,2,flowMC-single,1928.1334594726563,21.81385588645935,88.39030887104735,0.10289348220934816,859.0467245651917,equal_per_member,"{""no_w"": true}",
rosenbrock,50,2,flowMC-ensemble(M=5)-equal_per_member,9883.7321875,111.890207529068,88.33420194463667,0.0877902299401156,1006.1962704151947,equal_per_member,"{""no_w"": true}","[0.2, 0.2, 0.2, 0.2, 0.2]"
rosenbrock,50,3,flowMC-single,1949.93369140625,21.573175191879272,90.38695852895395,0.10149196326751728,890.5824226762445,equal_per_member,"{""no_w"": true}",
rosenbrock,50,3,flowMC-ensemble(M=5)-equal_per_member,9855.7266015625,110.68418145179749,89.0436778976825,0.08798411996920238,1012.0426041523289,equal_per_member,"{""no_w"": true}","[0.2, 0.2, 0.2, 0.2, 0.2]"
rosenbrock,50,4,flowMC-single,1946.1727490234375,21.607948064804077,90.06744847713904,0.1035209383108542,870.0408820357015,equal_per_member,"{""no_w"": true}",
rosenbrock,50,4,flowMC-ensemble(M=5)-equal_per_member,9827.0731640625,111.04735708236694,88.4944353675476,0.08493168838108717,1041.9483829224546,equal_per_member,"{""no_w"": true}","[0.2, 0.2, 0.2, 0.2, 0.2]"
